Item Number,Item Name,Office #,UPC Code,On Hand,Wholesale Cost 1,Total Wholesale Cost 2,Your Cost 3,Total Your Cost 4,Retail Price 5,Total Retail Price 6,Profit,Wholesale Cost 1 (GBP),Total Wholesale Cost 2 (GBP),Your Cost 3 (GBP),Total Your Cost 4 (GBP),Retail Price 5 (GBP),Total Retail Price 6 (GBP)
411434000052,DRIFT Grey Crystal 47/17/130,19871.0,886453663876.0,1.0,49.99,49.99,49.99,49.99,180.0,180.0,130.01,37.49,37.49,37.49,37.49,135.0,135.0
411434000120,DUSK PURPLE 48/15/130,19871.0,886453664057.0,1.0,49.99,49.99,49.99,49.99,180.0,180.0,130.01,37.49,37.49,37.49,37.49,135.0,135.0
411434000144,EXPLORE BLUE 49/15/135,19871.0,886453664149.0,1.0,49.99,49.99,49.99,49.99,180.0,180.0,130.01,37.49,37.49,37.49,37.49,135.0,135.0
411434000199,HAVEN BLUE FADE 50/15/130,19871.0,886453664309.0,1.0,49.99,49.99,49.99,49.99,180.0,180.0,130.01,37.49,37.49,37.49,37.49,135.0,135.0
411434000243,QUEST GREEN LAMINATE 50/15/135,19871.0,886453664453.0,1.0,49.99,49.99,49.99,49.99,180.0,180.0,130.01,37.49,37.49,37.49,37.49,135.0,135.0
411434000304,TWILIGHT BLUE 47/15/130,19871.0,886453664637.0,1.0,49.99,49.99,49.99,49.99,180.0,180.0,130.01,37.49,37.49,37.49,37.49,135.0,135.0
411434000281,TWILIGHT PINK 45/15/125,19871.0,886453664590.0,1.0,49.99,49.99,49.99,49.99,180.0,180.0,130.01,37.49,37.49,37.49,37.49,135.0,135.0
411434000274,TWILIGHT PURPLE 45/15/125,19871.0,886453664576.0,2.0,49.99,99.98,49.99,99.98,180.0,360.0,260.02,37.49,74.98,37.49,74.98,135.0,270.0
411434000359,UNWIND BLUE FADE 48/15/125,19871.0,886453664798.0,1.0,49.99,49.99,49.99,49.99,180.0,180.0,130.01,37.49,37.49,37.49,37.49,135.0,135.0
411434000342,UNWIND PURPLE FADE 48/15/125,19871.0,886453664774.0,1.0,49.99,49.99,49.99,49.99,180.0,180.0,130.01,37.49,37.49,37.49,37.49,135.0,135.0
409008000539,COOKIE DOUGH Red 40/16/120,19871.0,886453281827.0,1.0,39.99,39.99,36.99,36.99,154.0,154.0,114.00999999999999,29.99,29.99,27.74,27.74,115.5,115.5
409008001116,RAINBOW COOKIE Black 44/15/125,19871.0,886453362236.0,1.0,42.99,42.99,36.99,36.99,154.0,154.0,111.00999999999999,32.24,32.24,27.74,27.74,115.5,115.5
409008001185,RAINBOW COOKIE Black 46/15/130,19871.0,886453362557.0,1.0,42.99,42.99,36.99,36.99,144.0,144.0,101.00999999999999,32.24,32.24,27.74,27.74,108.0,108.0
409008001666,ROCKY ROAD BLACK 50/16/130,19871.0,886453444055.0,1.0,36.99,36.99,36.99,36.99,154.0,154.0,117.00999999999999,27.74,27.74,27.74,27.74,115.5,115.5
409008001543,SMORES FOREST GREEN 46/15/130,19871.0,886453443195.0,1.0,42.99,42.99,42.99,42.99,144.0,144.0,101.00999999999999,32.24,32.24,32.24,32.24,108.0,108.0
409008000843,TUTTI FRUTTI Violet 42/13/125,19871.0,886453282350.0,1.0,42.99,42.99,36.99,36.99,154.0,154.0,111.00999999999999,32.24,32.24,27.74,27.74,115.5,115.5
409008001505,TUTTI FRUTTI Violet 46/13/135,19871.0,886453377223.0,1.0,42.99,42.99,39.99,39.99,154.0,154.0,111.00999999999999,32.24,32.24,29.99,29.99,115.5,115.5
400132008439,EA1027 MATTE BLACK 55/18/140,19871.0,8053672285468.0,1.0,66.22,66.22,62.84,62.84,226.0,226.0,159.78,49.66,49.66,47.13,47.13,169.5,169.5
400132014089,EA1041 RUBBER BLACK 53/17/140,19871.0,8053672468106.0,1.0,76.37,76.37,72.51,72.51,246.0,246.0,169.63,57.28,57.28,54.38,54.38,184.5,184.5
400132018063,EA1052 RUBBER BLUE & GUNMETAL 55/17/140,19871.0,8053672576795.0,1.0,71.05,71.05,67.67,67.67,236.0,236.0,164.95,53.29,53.29,50.75,50.75,177.0,177.0
400132029007,EA1079 RUBBER BLACK 55/18/140,19871.0,8053672886092.0,1.0,76.37,76.37,72.51,72.51,246.0,246.0,169.63,57.28,57.28,54.38,54.38,184.5,184.5
400132037415,EA1105 MATTE BLACK 56/17/145,19871.0,8056597177528.0,1.0,71.05,71.05,67.67,67.67,236.0,236.0,164.95,53.29,53.29,50.75,50.75,177.0,177.0
400132044017,EA1124 MATTE BLACK 55/18/145,19871.0,8056597510370.0,1.0,71.05,71.05,67.67,67.67,236.0,236.0,164.95,53.29,53.29,50.75,50.75,177.0,177.0
400132049135,EA1137 MATTE BLACK 56/18/145,19871.0,8056597729581.0,1.0,66.22,66.22,62.84,62.84,226.0,226.0,159.78,49.66,49.66,47.13,47.13,169.5,169.5
400132049296,EA1139 MATTE BLACK 55/19/145,19871.0,8056597729666.0,1.0,71.05,71.05,67.67,67.67,236.0,236.0,164.95,53.29,53.29,50.75,50.75,177.0,177.0
400132051718,EA1141 MATTE BLACK 56/18/145,19871.0,8056597819411.0,1.0,67.67,67.67,67.67,67.67,236.0,236.0,168.32999999999998,50.75,50.75,50.75,50.75,177.0,177.0
400132051756,EA1141 MATTE BLUE 56/18/145,19871.0,8056597819459.0,1.0,67.67,67.67,67.67,67.67,236.0,236.0,168.32999999999998,50.75,50.75,50.75,50.75,177.0,177.0
400132051732,EA1141 MATTE GUNMETAL 56/18/145,19871.0,8056597819435.0,1.0,67.67,67.67,67.67,67.67,236.0,236.0,168.32999999999998,50.75,50.75,50.75,50.75,177.0,177.0
400132054009,EA1147 MATTE GUNMETAL/SAGE GREE 57/17/145,19871.0,8056597944984.0,1.0,76.37,76.37,72.51,72.51,246.0,246.0,169.63,57.28,57.28,54.38,54.38,184.5,184.5
400132054184,EA1149 MATTE SILVER/MUD 56/17/145,19871.0,8056597946780.0,1.0,76.37,76.37,72.51,72.51,246.0,246.0,169.63,57.28,57.28,54.38,54.38,184.5,184.5
400132054344,EA1151 MATTE GUNMETAL 56/19/145,19871.0,8056597943888.0,1.0,76.37,76.37,72.51,72.51,246.0,246.0,169.63,57.28,57.28,54.38,54.38,184.5,184.5
400132054313,EA1151 MATTE SILVER 54/19/145,19871.0,8056597943833.0,1.0,76.37,76.37,72.51,72.51,246.0,246.0,169.63,57.28,57.28,54.38,54.38,184.5,184.5
400132054467,EA1153 MATTE GOLD 56/19/145,19871.0,8056597948272.0,1.0,76.37,76.37,72.51,72.51,246.0,246.0,169.63,57.28,57.28,54.38,54.38,184.5,184.5
400132035718,EA2087 MATTE BLACK 56/18/142,19871.0,8056597114028.0,1.0,74.75,74.75,71.2,71.2,169.0,169.0,94.25,56.06,56.06,53.4,53.4,126.75,126.75
400132049463,EA2134 MATTE BLACK 58/16/145,19871.0,8056597728416.0,1.0,71.2,71.2,71.2,71.2,169.0,169.0,97.8,53.4,53.4,53.4,53.4,126.75,126.75
400132054535,EA2144 MATTE GUNMETAL/BLACK 60/16/145,19871.0,8056597944847.0,1.0,95.73,95.73,91.67,91.67,209.0,209.0,113.27,71.8,71.8,68.75,68.75,156.75,156.75
400132009092,EA3038 RUBBER BLACK 56/16/140,19871.0,8053672286014.0,1.0,71.05,71.05,67.67,67.67,236.0,236.0,164.95,53.29,53.29,50.75,50.75,177.0,177.0
400132035886,EA3069 MATTE BLACK 53/17/140,19871.0,8056597112390.0,1.0,76.37,76.37,72.51,72.51,246.0,246.0,169.63,57.28,57.28,54.38,54.38,184.5,184.5
400132014478,EA3069 RUBBER BLUE 53/17/140,19871.0,8053672468014.0,1.0,76.37,76.37,72.51,72.51,246.0,246.0,169.63,57.28,57.28,54.38,54.38,184.5,184.5
400132029359,EA3135 RUBBER BLACK 55/18/140,19871.0,8053672885774.0,1.0,72.51,72.51,72.51,72.51,246.0,246.0,173.49,54.38,54.38,54.38,54.38,184.5,184.5
400132032946,EA3147 MATTE BLACK 55/18/142,19871.0,8056597008310.0,1.0,71.05,71.05,67.67,67.67,236.0,236.0,164.95,53.29,53.29,50.75,50.75,177.0,177.0
400132039655,EA3169 MATTE BLACK 55/17/150,19871.0,8056597211703.0,1.0,67.67,67.67,67.67,67.67,236.0,236.0,168.32999999999998,50.75,50.75,50.75,50.75,177.0,177.0
400132046509,EA3192 SHINY TRANSPARENT BLUE 55/18/145,19871.0,8056597613835.0,1.0,62.84,62.84,62.84,62.84,226.0,226.0,163.16,47.13,47.13,47.13,47.13,169.5,169.5
400132049951,EA3206 SHINY TRANSPARENT BLUE 56/18/145,19871.0,8056597765299.0,1.0,67.67,67.67,67.67,67.67,236.0,236.0,168.32999999999998,50.75,50.75,50.75,50.75,177.0,177.0
400132052401,EA3218 HAVANA 55/17/145,19871.0,8056597815871.0,1.0,66.22,66.22,62.84,62.84,226.0,226.0,159.78,49.66,49.66,47.13,47.13,169.5,169.5
400132052708,EA3221 MATTE GREY 54/16/145,19871.0,8056597819015.0,1.0,76.37,76.37,72.51,72.51,246.0,246.0,169.63,57.28,57.28,54.38,54.38,184.5,184.5
400132053170,EA3225 MATTE BLUE 52/20/145,19871.0,8056597819565.0,1.0,67.67,67.67,67.67,67.67,236.0,236.0,168.32999999999998,50.75,50.75,50.75,50.75,177.0,177.0
400132055013,EA3227 SHINY BORDEAUX/TOP SMOKE 56/17/145,19871.0,8056597946957.0,1.0,71.05,71.05,67.67,67.67,236.0,236.0,164.95,53.29,53.29,50.75,50.75,177.0,177.0
400132055297,EA3229 MATTE SAGE GREEN 53/19/145,19871.0,8056597944458.0,1.0,66.22,66.22,62.84,62.84,226.0,226.0,159.78,49.66,49.66,47.13,47.13,169.5,169.5
400132055372,EA3230 MATTE BLACK 55/17/145,19871.0,8056597945769.0,1.0,71.05,71.05,67.67,67.67,236.0,236.0,164.95,53.29,53.29,50.75,50.75,177.0,177.0
400132006343,EA4029 RUBBER BLACK 64/13/130,19871.0,8053672201970.0,1.0,69.68,69.68,66.11,66.11,159.0,159.0,89.32,52.26,52.26,49.58,49.58,119.25,119.25
400132007821,EA4033 RUBBER BLACK & GREY 56/17/140,19871.0,8053672281286.0,1.0,90.13,90.13,86.58,86.58,199.0,199.0,108.87,67.6,67.6,64.94,64.94,149.25,149.25
400132009924,EA4035 SHINY BLACK 58/17/140,19871.0,8053672287097.0,1.0,64.07,64.07,61.02,61.02,149.0,149.0,84.93,48.05,48.05,45.77,45.77,111.75,111.75
400132015369,EA4058 RUBBER BLACK 58/17/140,19871.0,8053672481389.0,1.0,95.73,95.73,91.67,91.67,209.0,209.0,113.27,71.8,71.8,68.75,68.75,156.75,156.75
400132040200,EA4152 MATTE BLUE 52/21/145,19871.0,8056597225632.0,1.0,80.35,80.35,76.28,76.28,254.0,254.0,173.65,60.26,60.26,57.21,57.21,190.5,190.5
400132051220,EA4189U MATTE GREEN 55/17/145,19871.0,8056597729550.0,1.0,85.43,85.43,81.37,81.37,264.0,264.0,178.57,64.07,64.07,61.03,61.03,198.0,198.0
400132053361,EA4197 HAVANA 57/18/145,19871.0,8056597836913.0,1.0,85.07,85.07,81.5,81.5,189.0,189.0,103.93,63.8,63.8,61.12,61.12,141.75,141.75
400132055808,EA4208 SHINY GREEN/TOP BROWN 56/18/145,19871.0,8056597948166.0,1.0,74.75,74.75,71.2,71.2,169.0,169.0,94.25,56.06,56.06,53.4,53.4,126.75,126.75
400132055969,EA4210 MATTE BLUETTE 56/18/145,19871.0,8056597944830.0,1.0,69.68,69.68,66.11,66.11,159.0,159.0,89.32,52.26,52.26,49.58,49.58,119.25,119.25
A4214539,9 EAVE 530/ BKGD Black Gold/ 53/16/145,19871.0,8435685060827.0,1.0,119.95,119.95,119.95,119.95,340.0,340.0,220.05,89.96,89.96,89.96,89.96,255.0,255.0
411169011934,PALMS INN 49O BKOG 49/20/148,19871.0,8435304396672.0,1.0,115.0,115.0,115.0,115.0,330.0,330.0,215.0,86.25,86.25,86.25,86.25,247.5,247.5
411169011927,PALMS INN 49O BRBL 49/20/148,19871.0,8435304396702.0,1.0,115.0,115.0,115.0,115.0,330.0,330.0,215.0,86.25,86.25,86.25,86.25,247.5,247.5
411169062394,4 VGREGO 55O BZBL 55/17/142,19871.0,8435736002073.0,1.0,117.0,117.0,117.0,117.0,334.0,334.0,217.0,87.75,87.75,87.75,87.75,250.5,250.5
411169064695,5 ANCORA 54O GR 54/14/145,19871.0,8435736010771.0,1.0,94.0,94.0,94.0,94.0,288.0,288.0,194.0,70.5,70.5,70.5,70.5,216.0,216.0
411169064718,5 ANCORA 54O HV 54/14/145,19871.0,8435736010856.0,1.0,94.0,94.0,94.0,94.0,288.0,288.0,194.0,70.5,70.5,70.5,70.5,216.0,216.0
411169066729,5 AVILA 51O BLFU 51/15/133,19871.0,8435736027007.0,1.0,115.0,115.0,115.0,115.0,330.0,330.0,215.0,86.25,86.25,86.25,86.25,247.5,247.5
411169066699,5 AVILA 53O LEPK 53/15/140,19871.0,8435736026727.0,1.0,115.0,115.0,115.0,115.0,330.0,330.0,215.0,86.25,86.25,86.25,86.25,247.5,247.5
411169064022,5 BAVIER 54O BKWH 54/14/138,19871.0,8435736006835.0,1.0,116.0,116.0,116.0,116.0,332.0,332.0,216.0,87.0,87.0,87.0,87.0,249.0,249.0
411169066774,5 BAYONA 53O HVBL 53/16/140,19871.0,8435736029285.0,1.0,115.0,115.0,115.0,115.0,330.0,330.0,215.0,86.25,86.25,86.25,86.25,247.5,247.5
411169034346,5 BRUTA2 47O HV 47/24/148,19871.0,8435646249339.0,1.0,119.0,119.0,119.0,119.0,338.0,338.0,219.0,89.25,89.25,89.25,89.25,253.5,253.5
411169034360,5 BRUTA2 47O RD 47/24/148,19871.0,8435646249353.0,1.0,119.0,119.0,117.0,117.0,334.0,334.0,215.0,89.25,89.25,87.75,87.75,250.5,250.5
411169065067,5 CALONG 52O BLHV 52/17/143,19871.0,8435736012898.0,1.0,99.0,99.0,99.0,99.0,298.0,298.0,199.0,74.25,74.25,74.25,74.25,223.5,223.5
411169064930,5 CONSTA 54O BKBE 54/16/142,19871.0,8435736012331.0,1.0,115.0,115.0,115.0,115.0,330.0,330.0,215.0,86.25,86.25,86.25,86.25,247.5,247.5
411169064909,5 CONSTA 54O BRZE 54/16/142,19871.0,8435736012218.0,1.0,115.0,115.0,115.0,115.0,330.0,330.0,215.0,86.25,86.25,86.25,86.25,247.5,247.5
411169066910,5 DAKOTA 49O HVPU 49/16/133,19871.0,8435736030007.0,1.0,115.0,115.0,115.0,115.0,330.0,330.0,215.0,86.25,86.25,86.25,86.25,247.5,247.5
411169063940,5 ETOSHA 54O HVWH 54/15/142,19871.0,8435736006514.0,1.0,115.0,115.0,115.0,115.0,330.0,330.0,215.0,86.25,86.25,86.25,86.25,247.5,247.5
411169063957,5 HANNAH 52O PKCO 52/17/142,19871.0,8435736006552.0,1.0,115.0,115.0,369.0,369.0,330.0,330.0,215.0,86.25,86.25,276.75,276.75,247.5,247.5
411169063070,5 SANTAN 52O BKFU 52/17/140,19871.0,8435736026529.0,1.0,115.0,115.0,115.0,115.0,330.0,330.0,215.0,86.25,86.25,86.25,86.25,247.5,247.5
411169067597,6 DENEB 50O BRBE 54/19/132,19871.0,8435736007733.0,1.0,129.95,129.95,129.95,129.95,360.0,360.0,230.05,97.46,97.46,97.46,97.46,270.0,270.0
411169067603,6 SABIK 52O DGSL 52/21/137,19871.0,8435736008013.0,1.0,129.95,129.95,129.95,129.95,360.0,360.0,230.05,97.46,97.46,97.46,97.46,270.0,270.0
411169067702,9 HANG.A 49O BKGM 49/20/134,19871.0,8435736024969.0,1.0,124.95,124.95,124.95,124.95,350.0,350.0,225.05,93.71,93.71,93.71,93.71,262.5,262.5
411169060369,AMALIA 54O BKPG 54/17/142,19871.0,8435685080924.0,1.0,117.0,117.0,117.0,117.0,334.0,334.0,217.0,87.75,87.75,87.75,87.75,250.5,250.5
411169060383,AMALIA 54O BZCO 54/17/142,19871.0,8435685081143.0,2.0,117.0,234.0,117.0,234.0,334.0,668.0,434.0,87.75,175.5,87.75,175.5,250.5,501.0
411169051152,AMETHY 53O PGBX 53/17/142,19871.0,8435685038796.0,1.0,117.0,117.0,117.0,117.0,334.0,334.0,217.0,87.75,87.75,87.75,87.75,250.5,250.5
411169052517,ANGLIRU 54O CLBK 54/16/148,19871.0,8435685067383.0,1.0,115.0,115.0,115.0,115.0,330.0,330.0,215.0,86.25,86.25,86.25,86.25,247.5,247.5
411169054955,ARC 52O PGDB 52/20/140,19871.0,8435685071663.0,1.0,129.95,129.95,129.0,129.0,358.0,358.0,228.05,97.46,97.46,96.75,96.75,268.5,268.5
411169049913,ATOKA 52O BKRD 52/21/148,19871.0,8435685026953.0,1.0,119.0,119.0,119.0,119.0,340.0,340.0,221.0,89.25,89.25,89.25,89.25,255.0,255.0
A4359578,Buchanan/ BLHV/ 49/20/145,19871.0,8435646291315.0,1.0,106.0,106.0,0.0,0.0,312.0,312.0,206.0,79.5,79.5,0.0,0.0,234.0,234.0
411169061021,BYTE 56O BRPT 56/17/145,19871.0,8435685088456.0,1.0,119.95,119.95,119.95,119.95,340.0,340.0,220.05,89.96,89.96,89.96,89.96,255.0,255.0
411169052418,CALONGE 52O CL 52/17/143,19871.0,8435685064672.0,1.0,99.0,99.0,99.0,99.0,298.0,298.0,199.0,74.25,74.25,74.25,74.25,223.5,223.5
411169052425,CALONGE 52O HV 52/17/143,19871.0,8435685064719.0,1.0,99.0,99.0,99.0,99.0,298.0,298.0,199.0,74.25,74.25,74.25,74.25,223.5,223.5
411169052333,ETOSHA 54O TQBL 54/14/142,19871.0,8435685041550.0,1.0,115.0,115.0,115.0,115.0,330.0,330.0,215.0,86.25,86.25,86.25,86.25,247.5,247.5
411169045144,GIGGLE 48O GR 48/21/145,19871.0,8435646295817.0,1.0,112.0,112.0,115.0,115.0,330.0,330.0,218.0,84.0,84.0,86.25,86.25,247.5,247.5
411169045151,GIGGLE 48O YW 48/21/145,19871.0,8435646295855.0,1.0,112.0,112.0,115.0,115.0,320.0,320.0,208.0,84.0,84.0,86.25,86.25,240.0,240.0
411169046578,HANGAR 47O PKPG 47/20/145,19871.0,8435685023938.0,1.0,119.95,119.95,119.95,119.95,340.0,340.0,220.05,89.96,89.96,89.96,89.96,255.0,255.0
411169017349,KEM 56O GYRD 56/17/150,19871.0,8435646239125.0,1.0,117.0,117.0,115.0,115.0,330.0,330.0,213.0,87.75,87.75,86.25,86.25,247.5,247.5
411169049982,MADDOX 52O HVBL 52/20/148,19871.0,8435685027394.0,1.0,121.0,121.0,119.0,119.0,338.0,338.0,217.0,90.75,90.75,89.25,89.25,253.5,253.5
411169056461,MIRZAM 54O BXPG 54/14/145,19871.0,8435685074701.0,1.0,124.95,124.95,129.0,129.0,350.0,350.0,225.05,93.71,93.71,96.75,96.75,262.5,262.5
411169061083,POINTER 52O PTOG 52/18/145,19871.0,8435685088692.0,1.0,119.95,119.95,119.95,119.95,338.0,338.0,218.05,89.96,89.96,89.96,89.96,253.5,253.5
411169046677,QUOIN 51O BXPG 51/16/145,19871.0,8435685024492.0,1.0,119.95,119.95,119.0,119.0,340.0,340.0,220.05,89.96,89.96,89.25,89.25,255.0,255.0
411169046684,QUOIN 51O PKPG 51/16/145,19871.0,8435685024539.0,1.0,119.95,119.95,119.95,119.95,340.0,340.0,220.05,89.96,89.96,89.96,89.96,255.0,255.0
411169061106,RAM 53O BKRD 53/17/145,19871.0,8435685088777.0,2.0,119.95,239.9,119.95,239.9,338.0,676.0,436.1,89.96,179.93,89.96,179.93,253.5,507.0
A4284538,RANCHO GRANDE 57O/ BK/ 57/17/150,19871.0,8435685093283.0,1.0,119.0,119.0,119.0,119.0,338.0,338.0,219.0,89.25,89.25,89.25,89.25,253.5,253.5
411169061403,SILVI 52O BXSK 52/18/140,19871.0,8435685090534.0,1.0,119.95,119.95,119.95,119.95,338.0,338.0,218.05,89.96,89.96,89.96,89.96,253.5,253.5
411169052814,TIERGARTEN 51O GDWH 51/18/145,19871.0,8435685069660.0,1.0,117.0,117.0,117.0,117.0,334.0,334.0,217.0,87.75,87.75,87.75,87.75,250.5,250.5
411169046882,TILE 53O PKRD 53/14/145,19871.0,8435685025499.0,1.0,119.95,119.95,119.0,119.0,338.0,338.0,218.05,89.96,89.96,89.25,89.25,253.5,253.5
407266006638,EVATIK 9199 KHAKI 55/18/140,19871.0,676190414455.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266007048,EVATIK 9212 Blue Gunmetal 54/16/145,19871.0,676190455359.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266007185,EVATIK 9217 NAVY BLUE CRYSTAL 54/18/145,19871.0,676190588446.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266007482,EVATIK 9228 BLACK SAGE 50/18/145,19871.0,676190607468.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266007543,EVATIK 9229 MATTE TORTOISE 60/18/150,19871.0,676190616446.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266007673,EVATIK 9232 STEEL BLACK 51/21/145,19871.0,676190625936.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266007802,EVATIK 9237 OLIVE GREEN 52/19/140,19871.0,676190636055.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266007857,EVATIK 9240 MATTE FOREST TORT BLACK 58/17/150,19871.0,676190637946.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266008021,EVATIK 9246 CHARCOAL GREEN 51/19/145,19871.0,676190659412.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266008137,EVATIK 9248 MOSS ORANGE 53/18/145,19871.0,676190662788.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266008175,EVATIK 9250 MATTE BLACK 52/20/145,19871.0,676190666977.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266008212,EVATIK 9251 GREY 56/17/150,19871.0,676190667264.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266008250,EVATIK 9252 GREEN DARK GUN 54/20/145,19871.0,676190667431.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266008267,EVATIK 9253 BLACK BLUE 57/16/150,19871.0,676190668209.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266008311,EVATIK 9254 OLIVE DARK GUN 55/18/145,19871.0,676190675849.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266008427,EVATIK 9258 OLIVE SMOKE 60/18/145,19871.0,676190684537.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266008496,EVATIK 9260 CHARCOAL COPPER STRIPE 51/21/145,19871.0,676190686890.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266008519,EVATIK 9261 MOCHA GRADIENT 55/16/145,19871.0,676190686975.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266008571,EVATIK 9263 NAVY CHROME 53/18/145,19871.0,676190690217.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266008601,EVATIK 9264 CHARCOAL DARK GUN 62/18/155,19871.0,676190701869.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
407266008816,EVATIK 9271 NAVY GUNMETAL 56/16/145,19871.0,676190722734.0,1.0,94.99,94.99,94.99,94.99,270.0,270.0,175.01,71.24,71.24,71.24,71.24,202.5,202.5
402839021278,FLEXON 606 LIGHT GUNMETAL 56/19/145,19871.0,679516661212.0,1.0,78.5,78.5,75.0,75.0,230.0,230.0,151.5,58.88,58.88,56.25,56.25,172.5,172.5
402839021346,FLEXON 607 LIGHT GUNMETAL 49/20/140,19871.0,679516661892.0,1.0,78.5,78.5,73.0,73.0,236.0,236.0,157.5,58.88,58.88,54.75,54.75,177.0,177.0
400162084434,FLEXON 607 LIGHT GUNMETAL 51/20/145,19871.0,679516662967.0,1.0,78.5,78.5,73.0,73.0,230.0,230.0,151.5,58.88,58.88,54.75,54.75,172.5,172.5
400162152195,FLEXON E1132 MATTE NAVY/SILVER 54/18/145,19871.0,883900208543.0,1.0,109.0,109.0,109.0,109.0,298.0,298.0,189.0,81.75,81.75,81.75,81.75,223.5,223.5
400162153093,FLEXON E1144 MATTE BLACK/GUNMETAL 54/18/145,19871.0,883900208956.0,1.0,123.0,123.0,123.0,123.0,326.0,326.0,203.0,92.25,92.25,92.25,92.25,244.5,244.5
400162153079,FLEXON E1144 MATTE MIDNIGHT BLUE/SILVER 54/18/145,19871.0,883900208970.0,1.0,123.0,123.0,123.0,123.0,326.0,326.0,203.0,92.25,92.25,92.25,92.25,244.5,244.5
400162153468,FLEXON E1146 SATIN GUNMETAL/ NAVY 54/18/145,19871.0,886895635097.0,1.0,112.0,112.0,112.0,112.0,304.0,304.0,192.0,84.0,84.0,84.0,84.0,228.0,228.0
400162153260,FLEXON E1148 MATTE GUNMETAL/ SILVER 53/18/145,19871.0,886895635110.0,1.0,119.0,119.0,119.0,119.0,318.0,318.0,199.0,89.25,89.25,89.25,89.25,238.5,238.5
400162153871,FLEXON E1149 MATTE COFFEE/ RED 56/18/145,19871.0,886895649612.0,1.0,123.0,123.0,123.0,123.0,326.0,326.0,203.0,92.25,92.25,92.25,92.25,244.5,244.5
400162153901,FLEXON E1153 SATIN GUN/ CERULEAN 53/15/145,19871.0,886895649650.0,1.0,112.0,112.0,112.0,112.0,304.0,304.0,192.0,84.0,84.0,84.0,84.0,228.0,228.0
400162153000,FLEXON EP8021 SHINY CRYSTAL GREY 54/18/145,19871.0,883900208826.0,1.0,103.5,103.5,103.5,103.5,288.0,288.0,184.5,77.62,77.62,77.62,77.62,216.0,216.0
400162153628,FLEXON EP8024 TORTOISE 55/18/145,19871.0,886895649728.0,1.0,103.5,103.5,103.5,103.5,288.0,288.0,184.5,77.62,77.62,77.62,77.62,216.0,216.0
400162143957,FLEXON H6000 (413) MIDNIGHT NAVY 55/18/145,19871.0,883900202428.0,1.0,89.0,89.0,89.0,89.0,258.0,258.0,169.0,66.75,66.75,66.75,66.75,193.5,193.5
400162143971,FLEXON H6001 (210) BROWN 55/17/145,19871.0,883900202442.0,1.0,89.0,89.0,85.0,85.0,258.0,258.0,169.0,66.75,66.75,63.75,63.75,193.5,193.5
400162144015,FLEXON H6001 (413) MIDNIGHT NAVY 57/17/145,19871.0,883900202480.0,1.0,89.0,89.0,85.0,85.0,250.0,250.0,161.0,66.75,66.75,63.75,63.75,187.5,187.5
400162152829,FLEXON H6067 SHINY COFFEE 52/18/145,19871.0,886895611329.0,1.0,78.5,78.5,78.5,78.5,238.0,238.0,159.5,58.88,58.88,58.88,58.88,178.5,178.5
